hospital_name,hospital_type,address,hq_city,hq_state,hq_zip,county,state,state_fips,county_fips,fips,licensed_beds,staffed_beds,icu_beds,adult_icu_beds,pedi_icu_beds,bed_utilization,avg_ventilator_usage,increase_in_bed_capacity
"""El Camino Hospital - Mountain View Campus""","""Short Term Acute Care Hospital""","""2500 Grant Rd""","""Mountain View""","""CA""","""94040""","""Santa Clara""","""California""","""06""","""085""","""06085""",275,388,39,39,22,0.4702552,13,-113
"""Kaiser Permanente - Santa Clara Medical Center""","""Short Term Acute Care Hospital""","""700 Lawrence Expy""","""Santa Clara""","""CA""","""95051""","""Santa Clara""","""California""","""06""","""085""","""06085""",327,327,38,38,26,0.6329605,3,0
"""Regional Medical Center of San Jose""","""Short Term Acute Care Hospital""","""225 N Jackson Ave""","""San Jose""","""CA""","""95116""","""Santa Clara""","""California""","""06""","""085""","""06085""",264,258,34,34,6,0.84175426,14,6
"""OConnor Hospital""","""Short Term Acute Care Hospital""","""2105 Forest Ave""","""San Jose""","""CA""","""95128""","""Santa Clara""","""California""","""06""","""085""","""06085""",334,324,22,22,0,0.29362422,6,10
"""Santa Clara Valley Medical Center""","""Short Term Acute Care Hospital""","""751 S Bascom Ave""","""San Jose""","""CA""","""95128""","""Santa Clara""","""California""","""06""","""085""","""06085""",681,852,59,59,53,0.50686938,7,-171
"""Watsonville Community Hospital""","""Short Term Acute Care Hospital""","""75 Neilson St""","""Watsonville""","""CA""","""95076""","""Santa Cruz""","""California""","""06""","""087""","""06087""",106,106,6,6,10,0.34205222,2,0
"""Dominican Hospital""","""Short Term Acute Care Hospital""","""1555 Soquel Dr""","""Santa Cruz""","""CA""","""95065""","""Santa Cruz""","""California""","""06""","""087""","""06087""",222,202,16,16,14,0.62704462,10,20
"""Sutter Maternity & Surgery Center of Santa Cruz""","""Short Term Acute Care Hospital""","""2900 Chanticleer Ave""","""Santa Cruz""","""CA""","""95065""","""Santa Cruz""","""California""","""06""","""087""","""06087""",28,28,5,5,0,0.24354808,1,0
"""Shasta Regional Medical Center""","""Short Term Acute Care Hospital""","""1100 Butte St""","""Redding""","""CA""","""96001""","""Shasta""","""California""","""06""","""089""","""06089""",226,205,37,37,0,0.37055796,11,21
"""Patients Hospital of Redding""","""Short Term Acute Care Hospital""","""2900 Eureka Way""","""Redding""","""CA""","""96001""","""Shasta""","""California""","""06""","""089""","""06089""",10,10,2,2,0,0.10410959,0,0
"""Mercy Medical Center Redding""","""Short Term Acute Care Hospital""","""2175 Rosaline Ave""","""Redding""","""CA""","""96001""","""Shasta""","""California""","""06""","""089""","""06089""",266,267,44,44,16,0.62779742,19,-1
"""Mayers Memorial Hospital""","""Critical Access Hospital""","""43563 Hwy 299 E""","""Fall River Mills""","""CA""","""96028""","""Shasta""","""California""","""06""","""089""","""06089""",16,16,4,4,0,0.2354452,1,0
"""Mercy Medical Center Mt Shasta""","""Critical Access Hospital""","""914 Pine St""","""Mount Shasta""","""CA""","""96067""","""Siskiyou""","""California""","""06""","""093""","""06093""",33,25,4,4,0,0.3270137,2,8
"""Fairchild Medical Center""","""Critical Access Hospital""","""444 Bruce St""","""Yreka""","""CA""","""96097""","""Siskiyou""","""California""","""06""","""093""","""06093""",28,25,4,4,0,0.47221917,2,3
"""Kaiser Permanente - Vallejo Medical Center""","""Short Term Acute Care Hospital""","""975 Sereno Dr""","""Vallejo""","""CA""","""94589""","""Solano""","""California""","""06""","""095""","""06095""",248,200,40,40,0,0.44384933,4,48
"""Sutter Solano Medical Center""","""Short Term Acute Care Hospital""","""300 Hospital Dr""","""Vallejo""","""CA""","""94589""","""Solano""","""California""","""06""","""095""","""06095""",106,106,12,12,0,0.45637116,4,0
"""NorthBay Medical Center""","""Short Term Acute Care Hospital""","""1200 B Gale Wilson Blvd""","""Fairfield""","""CA""","""94533""","""Solano""","""California""","""06""","""095""","""06095""",132,132,24,24,16,0.69897634,5,0
"""Sonoma Specialty Hospital (FKA Sonoma West Medical Center Palm Drive Hospital)""","""Long Term Acute Care Hospital""","""501 Petaluma Ave""","""Sebastopol""","""CA""","""95472""","""Sonoma""","""California""","""06""","""097""","""06097""",37,37,5,5,0,0.15795304,2,0
"""Kaiser Permanente - Santa Rosa Medical Center""","""Short Term Acute Care Hospital""","""401 Bicentennial Way""","""Santa Rosa""","""CA""","""95403""","""Sonoma""","""California""","""06""","""097""","""06097""",173,173,20,20,0,0.51304144,2,0
"""Sonoma Valley Hospital""","""Short Term Acute Care Hospital""","""347 Andrieux St""","""Sonoma""","""CA""","""95476""","""Sonoma""","""California""","""06""","""097""","""06097""",24,48,6,6,0,0.21900685,2,-24
"""Petaluma Valley Hospital""","""Short Term Acute Care Hospital""","""400 N Mcdowell Blvd""","""Petaluma""","""CA""","""94954""","""Sonoma""","""California""","""06""","""097""","""06097""",80,80,9,9,0,0.34921449,3,0
"""Santa Rosa Memorial Hospital""","""Short Term Acute Care Hospital""","""1165 Montgomery Dr""","""Santa Rosa""","""CA""","""95405""","""Sonoma""","""California""","""06""","""097""","""06097""",298,274,26,26,0,0.6294623,15,24
"""Sutter Santa Rosa Regional Hospital (FKA Sutter Medical Center of Santa Rosa)""","""Short Term Acute Care Hospital""","""30 Mark West Springs Rd""","""Santa Rosa""","""CA""","""95404""","""Sonoma""","""California""","""06""","""097""","""06097""",84,74,12,12,12,0.80463141,4,10
"""Healdsburg District Hospital""","""Critical Access Hospital""","""1375 University St""","""Healdsburg""","""CA""","""95448""","""Sonoma""","""California""","""06""","""097""","""06097""",26,25,4,4,0,0.27178082,2,1
"""Emanuel Medical Center""","""Short Term Acute Care Hospital""","""825 Delbon Ave""","""Turlock""","""CA""","""95382""","""Stanislaus""","""California""","""06""","""099""","""06099""",209,209,12,12,6,0.46924034,7,0
"""Oak Valley District Hospital""","""Short Term Acute Care Hospital""","""350 S Oak Ave""","""Oakdale""","""CA""","""95361""","""Stanislaus""","""California""","""06""","""099""","""06099""",35,35,5,5,0,0.22630137,2,0
"""Stanislaus Surgical Hospital""","""Short Term Acute Care Hospital""","""1421 Oakdale Rd""","""Modesto""","""CA""","""95355""","""Stanislaus""","""California""","""06""","""099""","""06099""",23,23,4,4,0,0.070399046,0,0
"""Memorial Medical Center""","""Short Term Acute Care Hospital""","""1700 Coffee Rd""","""Modesto""","""CA""","""95355""","""Stanislaus""","""California""","""06""","""099""","""06099""",419,419,35,35,12,0.52277112,19,0
"""Doctors Medical Center Modesto""","""Short Term Acute Care Hospital""","""1441 Florida Ave""","""Modesto""","""CA""","""95350""","""Stanislaus""","""California""","""06""","""099""","""06099""",394,380,22,22,45,0.76146823,16,14
"""Sutter Surgical Hospital North Valley""","""Short Term Acute Care Hospital""","""455 Plumas Blvd""","""Yuba City""","""CA""","""95991""","""Sutter""","""California""","""06""","""101""","""06101""",14,14,2,2,0,0.22720157,0,0
"""St Elizabeth Community Hospital""","""Short Term Acute Care Hospital""","""2550 Sister Mary Columba Dr""","""Red Bluff""","""CA""","""96080""","""Tehama""","""California""","""06""","""103""","""06103""",76,49,8,8,0,0.55353647,4,27
"""Trinity Hospital""","""Critical Access Hospital""","""60 Easter Ave""","""Weaverville""","""CA""","""96093""","""Trinity""","""California""","""06""","""105""","""06105""",25,25,4,4,0,0.26060274,1,0
"""Kaweah Delta Medical Center""","""Short Term Acute Care Hospital""","""400 W Mineral King Ave""","""Visalia""","""CA""","""93291""","""Tulare""","""California""","""06""","""107""","""06107""",448,403,41,41,15,0.67049044,8,45
"""Adventist Health Tulare (FKA Tulare Regional Medical Center)""","""Short Term Acute Care Hospital""","""869 N Cherry St""","""Tulare""","""CA""","""93274""","""Tulare""","""California""","""06""","""107""","""06107""",108,73,14,14,0,0.12417857,3,35
"""Sierra View Medical Center (FKA Sierra View District Hospital)""","""Short Term Acute Care Hospital""","""465 W Putnam Ave""","""Porterville""","""CA""","""93257""","""Tulare""","""California""","""06""","""107""","""06107""",167,128,10,10,0,0.46206883,6,39
"""Adventist Health Sonora (FKA Sonora Regional Medical Center)""","""Short Term Acute Care Hospital""","""1000 Greenley Rd""","""Sonora""","""CA""","""95370""","""Tuolumne""","""California""","""06""","""109""","""06109""",72,84,6,6,0,0.48225701,5,-12
"""Adventist Health Simi Valley (FKA Simi Valley Hospital & Health Care Services)""","""Short Term Acute Care Hospital""","""2975 Sycamore Dr""","""Simi Valley""","""CA""","""93065""","""Ventura""","""California""","""06""","""111""","""06111""",144,144,24,24,8,0.55709666,4,0
"""St Johns Regional Medical Center""","""Short Term Acute Care Hospital""","""1600 N Rose Ave""","""Oxnard""","""CA""","""93030""","""Ventura""","""California""","""06""","""111""","""06111""",265,242,20,20,16,0.53732592,9,23
"""Ventura County Medical Center""","""Short Term Acute Care Hospital""","""300 Hillmont Ave""","""Ventura""","""CA""","""93003""","""Ventura""","""California""","""06""","""111""","""06111""",180,272,52,52,24,0.43028808,3,-92
"""St Johns Pleasant Valley Hospital""","""Short Term Acute Care Hospital""","""2309 Antonio Ave""","""Camarillo""","""CA""","""93010""","""Ventura""","""California""","""06""","""111""","""06111""",58,58,8,8,0,0.70192462,4,0
"""Community Memorial Hospital""","""Short Term Acute Care Hospital""","""147 N Brent St""","""Ventura""","""CA""","""93003""","""Ventura""","""California""","""06""","""111""","""06111""",250,220,21,21,16,0.66550434,4,30
"""Los Robles Health System - Los Robles Regional Medical Center""","""Short Term Acute Care Hospital""","""215 W Janss Rd""","""Thousand Oaks""","""CA""","""91360""","""Ventura""","""California""","""06""","""111""","""06111""",321,285,24,24,12,0.69886082,9,36
"""Ojai Valley Community Hospital""","""Critical Access Hospital""","""1306 Maricopa Hwy""","""Ojai""","""CA""","""93023""","""Ventura""","""California""","""06""","""111""","""06111""",25,25,4,4,0,0.33676714,2,0
"""Sutter Davis Hospital""","""Short Term Acute Care Hospital""","""2000 Sutter Pl""","""Davis""","""CA""","""95616""","""Yolo""","""California""","""06""","""113""","""06113""",48,48,6,6,0,0.63316208,3,0
"""Woodland Memorial Hospital""","""Short Term Acute Care Hospital""","""1325 Cottonwood St""","""Woodland""","""CA""","""95695""","""Yolo""","""California""","""06""","""113""","""06113""",74,77,8,8,0,0.34146783,4,-3
"""Rideout - Adventist Health and Rideout (FKA Rideout Memorial Hospital)""","""Short Term Acute Care Hospital""","""726 4th St""","""Marysville""","""CA""","""95901""","""Yuba""","""California""","""06""","""115""","""06115""",221,149,24,24,6,0.70734745,12,72
"""Platte Valley Medical Center""","""Short Term Acute Care Hospital""","""1600 Prairie Center Pkwy""","""Brighton""","""CO""","""80601""","""Adams""","""Colorado""","""08""","""001""","""08001""",98,89,8,8,16,0.30715716,2,9
"""UCHealth University of Colorado Hospital""","""Short Term Acute Care Hospital""","""12605 E 16th Ave""","""Aurora""","""CO""","""80045""","""Adams""","""Colorado""","""08""","""001""","""08001""",698,667,144,144,50,0.81625974,20,31
"""North Suburban Medical Center""","""Short Term Acute Care Hospital""","""9191 Grant St""","""Thornton""","""CO""","""80229""","""Adams""","""Colorado""","""08""","""001""","""08001""",157,139,16,16,0,0.56446242,5,18
"""Childrens Hospital Colorado - Anschutz Medical Campus""","""Childrens Hospital""","""13123 E 16th Ave""","""Aurora""","""CO""","""80045""","""Adams""","""Colorado""","""08""","""001""","""08001""",444,432,36,36,82,0.60192978,5,12
"""SLV Health Regional Medical Center""","""Short Term Acute Care Hospital""","""106 Blanca Ave""","""Alamosa""","""CO""","""81101""","""Alamosa""","""Colorado""","""08""","""003""","""08003""",49,49,6,6,0,0.35535854,2,0
"""The Medical Center of Aurora - Main Campus""","""Short Term Acute Care Hospital""","""1501 S Potomac St""","""Aurora""","""CO""","""80012""","""Arapahoe""","""Colorado""","""08""","""005""","""08005""",346,306,45,45,14,0.65194535,8,40
"""Swedish Medical Center""","""Short Term Acute Care Hospital""","""501 E Hampden Ave""","""Englewood""","""CO""","""80113""","""Arapahoe""","""Colorado""","""08""","""005""","""08005""",408,327,58,58,17,0.76445752,10,81
"""Sky Ridge Medical Center""","""Short Term Acute Care Hospital""","""10101 Ridgegate Pkwy""","""Lone Tree""","""CO""","""80124""","""Douglas""","""Colorado""","""08""","""035""","""08035""",284,284,30,30,28,0.5923543,4,0
"""Littleton Adventist Hospital""","""Short Term Acute Care Hospital""","""7700 S Broadway""","""Littleton""","""CO""","""80122""","""Arapahoe""","""Colorado""","""08""","""005""","""08005""",231,159,24,24,14,0.65855086,4,72
"""Pagosa Springs Medical Center (FKA Pagosa Mountain Hospital)""","""Critical Access Hospital""","""95 S Pagosa Blvd""","""Pagosa Springs""","""CO""","""81147""","""Archuleta""","""Colorado""","""08""","""007""","""08007""",11,11,2,2,0,0.26500621,1,0
"""Good Samaritan Medical Center (FKA Exempla Good Samaritan Medical Center LLC)""","""Short Term Acute Care Hospital""","""200 Exempla Cir""","""Lafayette""","""CO""","""80026""","""Boulder""","""Colorado""","""08""","""013""","""08013""",234,183,24,24,12,0.65148586,6,51
"""Avista Adventist Hospital""","""Short Term Acute Care Hospital""","""100 Health Park Dr""","""Louisville""","""CO""","""80027""","""Boulder""","""Colorado""","""08""","""013""","""08013""",114,108,8,8,26,0.32947743,2,6
"""Longmont United Hospital""","""Short Term Acute Care Hospital""","""1950 Mountain View Ave""","""Longmont""","""CO""","""80501""","""Boulder""","""Colorado""","""08""","""013""","""08013""",186,116,16,16,6,0.40769958,2,70
"""Heart of the Rockies Regional Medical Center""","""Critical Access Hospital""","""1000 Rush Dr""","""Salida""","""CO""","""81201""","""Chaffee""","""Colorado""","""08""","""015""","""08015""",25,25,2,2,0,0.43364385,2,0
"""Keefe Memorial Hospital""","""Short Term Acute Care Hospital""","""602 N 6th St W""","""Cheyenne Wells""","""CO""","""80810""","""Cheyenne""","""Colorado""","""08""","""017""","""08017""",25,11,2,2,null,0.074719802,1,14
"""Delta County Memorial Hospital""","""Short Term Acute Care Hospital""","""1501 E 3rd St""","""Delta""","""CO""","""81416""","""Delta""","""Colorado""","""08""","""029""","""08029""",49,49,6,6,0,0.2581493,2,0
"""National Jewish Health""","""Short Term Acute Care Hospital""","""1400 Jackson St""","""Denver""","""CO""","""80206""","""Denver""","""Colorado""","""08""","""031""","""08031""",46,12,4,4,0,0.10223133,2,34
"""Rose Medical Center""","""Short Term Acute Care Hospital""","""4567 E 9th Ave""","""Denver""","""CO""","""80220""","""Denver""","""Colorado""","""08""","""031""","""08031""",422,226,35,35,24,0.50159794,5,196
"""Porter Adventist Hospital""","""Short Term Acute Care Hospital""","""2525 S Downing St""","""Denver""","""CO""","""80210""","""Denver""","""Colorado""","""08""","""031""","""08031""",368,180,36,36,0,0.45159817,3,188
"""Saint Joseph Hospital (FKA Exempla St Joseph Hospital)""","""Short Term Acute Care Hospital""","""1375 E 19th Ave""","""Denver""","""CO""","""80218""","""Denver""","""Colorado""","""08""","""031""","""08031""",400,361,30,30,35,0.63799191,3,39
